order_id	order_date	product_id	category	sales
CA-2019-128356	2022-10-02	OFF-SU-10004290	Office Supplies	10.944
CA-2020-118129	2023-12-19	FUR-FU-10004904	Furniture	303.92
US-2018-113124	2021-03-30	OFF-ST-10001511	Office Supplies	129.3
US-2018-127635	2021-09-14	OFF-FA-10000053	Office Supplies	6.048
US-2018-127635	2021-09-14	OFF-PA-10004610	Office Supplies	6.848
US-2018-127635	2021-09-14	FUR-FU-10000550	Furniture	9.96
CA-2019-112823	2022-12-10	TEC-AC-10002550	Technology	25.488
US-2018-127635	2021-09-14	OFF-BI-10001721	Office Supplies	8.552
CA-2019-151470	2022-09-20	OFF-BI-10004040	Office Supplies	45.584
CA-2018-108861	2021-05-28	OFF-BI-10003876	Office Supplies	136.96
CA-2018-100328	2021-01-28	OFF-BI-10000343	Office Supplies	3.928
CA-2021-118773	2024-02-09	OFF-BI-10004584	Office Supplies	252.784
CA-2021-118773	2024-02-09	TEC-AC-10002402	Technology	127.984
CA-2021-118773	2024-02-09	FUR-FU-10000550	Furniture	3.984
CA-2021-118773	2024-02-09	OFF-AP-10000055	Office Supplies	12.992
CA-2020-112123	2023-03-03	OFF-BI-10001071	Office Supplies	447.86
CA-2020-112123	2023-03-03	TEC-PH-10001557	Technology	479.95
CA-2020-112123	2023-03-03	OFF-PA-10001977	Office Supplies	166.44
CA-2019-114468	2022-08-23	OFF-SU-10004231	Office Supplies	31.68
CA-2019-114468	2022-08-23	OFF-PA-10000809	Office Supplies	10.368
CA-2019-114468	2022-08-23	OFF-FA-10003021	Office Supplies	12.032
CA-2019-114468	2022-08-23	OFF-AP-10000696	Office Supplies	5.768
CA-2020-124562	2023-12-08	OFF-BI-10001267	Office Supplies	12.957
CA-2020-103037	2023-07-25	OFF-LA-10004345	Office Supplies	15.712
CA-2020-121671	2023-07-17	OFF-PA-10001471	Office Supplies	21.93
CA-2020-121671	2023-07-17	OFF-ST-10002344	Office Supplies	242.94
CA-2020-121671	2023-07-17	OFF-PA-10001892	Office Supplies	7.64
CA-2020-121671	2023-07-17	OFF-PA-10001934	Office Supplies	51.84
CA-2020-121671	2023-07-17	OFF-ST-10000078	Office Supplies	265.17
CA-2020-150350	2023-08-23	TEC-MA-10001972	Technology	837.6
CA-2020-150350	2023-08-23	OFF-PA-10002160	Office Supplies	34.68
CA-2019-121720	2022-06-11	TEC-PH-10002496	Technology	249.584
CA-2020-150350	2023-08-23	OFF-EN-10002504	Office Supplies	135.9
CA-2020-150350	2023-08-23	FUR-CH-10001973	Furniture	532.704
CA-2020-150350	2023-08-23	OFF-AP-10001492	Office Supplies	43.1
CA-2020-150350	2023-08-23	OFF-SU-10002189	Office Supplies	15.88
CA-2019-121720	2022-06-11	FUR-CH-10003312	Furniture	1123.92
CA-2019-121720	2022-06-11	FUR-FU-10003464	Furniture	48.672
CA-2019-121720	2022-06-11	OFF-AR-10000380	Office Supplies	60.768
CA-2019-121720	2022-06-11	OFF-BI-10004593	Office Supplies	78.6
CA-2019-121720	2022-06-11	OFF-BI-10001308	Office Supplies	3.768
CA-2019-121720	2022-06-11	OFF-ST-10001780	Office Supplies	1036.62
CA-2019-121720	2022-06-11	OFF-ST-10003816	Office Supplies	563.808
CA-2018-136399	2021-12-16	FUR-FU-10004090	Furniture	44.46
CA-2018-136399	2021-12-16	FUR-CH-10002602	Furniture	241.568
CA-2018-165428	2021-09-01	OFF-PA-10004100	Office Supplies	31.104
CA-2018-108189	2021-10-02	OFF-SU-10003567	Office Supplies	15.36
CA-2018-108189	2021-10-02	TEC-PH-10001557	Technology	230.376
CA-2018-136399	2021-12-16	TEC-AC-10001142	Technology	395
CA-2018-136399	2021-12-16	TEC-PH-10004977	Technology	627.168
CA-2018-107916	2021-08-24	FUR-FU-10004586	Furniture	13.28
CA-2018-107916	2021-08-24	OFF-BI-10001116	Office Supplies	12.672
CA-2018-165428	2021-09-01	OFF-BI-10002949	Office Supplies	3.648
CA-2019-112557	2022-04-25	OFF-AP-10002311	Office Supplies	206.43
US-2018-122959	2021-12-12	OFF-BI-10003650	Office Supplies	210.392
CA-2020-120558	2023-06-07	OFF-PA-10003441	Office Supplies	32.4
US-2018-109036	2021-12-20	OFF-LA-10002043	Office Supplies	31.05
CA-2019-147830	2022-12-15	TEC-PH-10004908	Technology	101.988
US-2020-148110	2023-09-05	FUR-CH-10002647	Furniture	347.802
CA-2021-131828	2024-02-11	FUR-CH-10004495	Furniture	963.136
CA-2021-131828	2024-02-11	TEC-PH-10002923	Technology	88.776
CA-2018-109218	2021-06-30	OFF-AR-10001374	Office Supplies	32.4
CA-2019-147830	2022-12-15	TEC-AC-10002049	Technology	2025.36
CA-2019-147830	2022-12-15	TEC-MA-10000418	Technology	1799.99
CA-2019-147830	2022-12-15	FUR-FU-10004091	Furniture	262.864
CA-2018-128986	2021-08-03	OFF-PA-10001289	Office Supplies	93.024
CA-2019-139584	2022-08-24	FUR-TA-10001539	Furniture	284.364
CA-2019-139584	2022-08-24	TEC-AC-10001266	Technology	26
US-2020-162677	2023-03-26	OFF-ST-10001291	Office Supplies	67.64
US-2020-162677	2023-03-26	TEC-AC-10001314	Technology	119.976
US-2018-150924	2021-09-12	OFF-BI-10004040	Office Supplies	5.18
CA-2018-153969	2021-09-21	OFF-EN-10001539	Office Supplies	15.56
CA-2019-104038	2022-02-06	OFF-ST-10002554	Office Supplies	146.73
CA-2019-104038	2022-02-06	OFF-PA-10002751	Office Supplies	29.9
CA-2020-143406	2023-09-26	FUR-CH-10000513	Furniture	454.965
CA-2018-153969	2021-09-21	OFF-EN-10004483	Office Supplies	78.35
CA-2018-153969	2021-09-21	OFF-AR-10001615	Office Supplies	59.52
CA-2018-153969	2021-09-21	OFF-PA-10000327	Office Supplies	38.52
CA-2018-153969	2021-09-21	TEC-PH-10001299	Technology	239.984
CA-2018-153969	2021-09-21	OFF-PA-10002246	Office Supplies	19.35
CA-2020-146682	2023-10-29	FUR-FU-10002671	Furniture	67
CA-2020-138695	2023-05-28	FUR-CH-10003833	Furniture	390.272
CA-2020-138695	2023-05-28	OFF-PA-10001667	Office Supplies	62.192
US-2020-133879	2023-03-21	OFF-BI-10004465	Office Supplies	3.168
US-2020-133879	2023-03-21	FUR-CH-10000665	Furniture	528.43
US-2020-133879	2023-03-21	OFF-AR-10004956	Office Supplies	13.392
CA-2018-123498	2021-11-07	OFF-EN-10004773	Office Supplies	74.352
CA-2018-123498	2021-11-07	OFF-BI-10000632	Office Supplies	26.046
CA-2021-159352	2024-03-12	TEC-PH-10004700	Technology	69.93
US-2019-163783	2022-12-27	OFF-ST-10002957	Office Supplies	12.672
CA-2020-169026	2023-08-08	OFF-FA-10001883	Office Supplies	23.34
CA-2020-131093	2023-09-17	OFF-ST-10002790	Office Supplies	295.4
CA-2019-135545	2022-11-24	OFF-PA-10003892	Office Supplies	146.73
CA-2019-149384	2022-07-10	OFF-BI-10003196	Office Supplies	3.366
CA-2018-131527	2021-12-01	TEC-PH-10001644	Technology	95.968
CA-2018-164224	2021-05-18	FUR-FU-10000308	Furniture	149.232
CA-2018-164224	2021-05-18	OFF-PA-10001526	Office Supplies	15.936
CA-2018-158372	2021-11-10	TEC-PH-10002103	Technology	601.536
CA-2018-158372	2021-11-10	TEC-AC-10004209	Technology	10.99
CA-2018-158372	2021-11-10	FUR-FU-10000397	Furniture	39.88
CA-2018-158372	2021-11-10	OFF-PA-10002137	Office Supplies	62.24
CA-2018-158372	2021-11-10	FUR-FU-10001867	Furniture	53.2
CA-2018-158372	2021-11-10	OFF-LA-10000407	Office Supplies	39.84
CA-2020-108882	2023-01-09	TEC-AC-10000420	Technology	349.95
CA-2020-108882	2023-01-09	TEC-PH-10002726	Technology	377.928
CA-2021-104220	2024-01-30	TEC-PH-10004614	Technology	207
CA-2018-108189	2021-10-02	OFF-FA-10000735	Office Supplies	4.672
CA-2018-108189	2021-10-02	TEC-PH-10001760	Technology	318.4
CA-2018-142314	2021-12-23	OFF-AP-10002350	Office Supplies	207.24
CA-2020-132409	2023-05-26	OFF-AR-10001919	Office Supplies	1.504
CA-2020-132409	2023-05-26	OFF-AP-10002082	Office Supplies	34.848
CA-2018-114433	2021-05-13	TEC-AC-10002800	Technology	149.97
US-2019-137008	2022-10-02	OFF-PA-10001295	Office Supplies	94.85
US-2019-137008	2022-10-02	OFF-EN-10002500	Office Supplies	51.12
US-2019-137008	2022-10-02	TEC-AC-10000892	Technology	90
CA-2018-108189	2021-10-02	OFF-PA-10001838	Office Supplies	9.408
CA-2018-108189	2021-10-02	OFF-EN-10004846	Office Supplies	12.768
CA-2018-108189	2021-10-02	TEC-AC-10003038	Technology	7.16
CA-2020-164511	2023-11-19	OFF-BI-10003305	Office Supplies	14.352
CA-2020-164511	2023-11-19	OFF-ST-10002583	Office Supplies	64.96
CA-2020-164511	2023-11-19	OFF-ST-10004507	Office Supplies	68.6
CA-2020-103730	2023-06-12	FUR-FU-10002157	Furniture	47.04
CA-2018-157784	2021-07-05	TEC-AC-10003911	Technology	479.97
CA-2018-157784	2021-07-05	OFF-LA-10001934	Office Supplies	14.62
CA-2018-157784	2021-07-05	OFF-PA-10000304	Office Supplies	19.44
US-2018-117135	2021-06-21	FUR-FU-10004071	Furniture	104.01
US-2018-117135	2021-06-21	TEC-PH-10002033	Technology	284.82
US-2018-117135	2021-06-21	OFF-ST-10002444	Office Supplies	36.84
CA-2019-131534	2022-03-28	TEC-AC-10002253	Technology	166.24
CA-2019-131534	2022-03-28	OFF-PA-10000743	Office Supplies	33.4
CA-2019-119291	2022-05-14	OFF-AR-10003373	Office Supplies	198.272
CA-2019-119291	2022-05-14	OFF-LA-10002312	Office Supplies	47.36
CA-2019-119291	2022-05-14	OFF-EN-10000927	Office Supplies	200.984
CA-2019-119291	2022-05-14	OFF-LA-10003510	Office Supplies	97.696
CA-2019-142027	2022-04-09	FUR-TA-10002774	Furniture	369.912
CA-2018-138527	2021-09-12	OFF-PA-10001800	Office Supplies	10.368
CA-2018-104472	2021-06-02	FUR-FU-10000246	Furniture	73.32
CA-2019-119291	2022-05-14	OFF-AR-10001118	Office Supplies	2.696
CA-2019-119291	2022-05-14	OFF-BI-10001575	Office Supplies	18.588
CA-2019-119291	2022-05-14	OFF-BI-10001982	Office Supplies	4.896
CA-2020-163755	2023-11-04	FUR-FU-10003394	Furniture	209.88
CA-2018-138527	2021-09-12	OFF-AP-10001469	Office Supplies	166.84
CA-2018-138527	2021-09-12	TEC-AC-10002399	Technology	15.216
CA-2018-112158	2021-12-02	TEC-AC-10003628	Technology	119.96
CA-2018-112158	2021-12-02	FUR-BO-10003272	Furniture	883.92
CA-2018-112158	2021-12-02	OFF-BI-10000050	Office Supplies	46.72
CA-2018-113887	2021-04-05	OFF-PA-10004071	Office Supplies	55.48
US-2020-150861	2023-12-03	OFF-PA-10001954	Office Supplies	182.72
US-2020-150861	2023-12-03	OFF-LA-10001317	Office Supplies	6.3
CA-2019-124653	2022-12-24	OFF-PA-10002365	Office Supplies	12.96
CA-2018-153150	2021-07-01	OFF-BI-10003355	Office Supplies	19.92
CA-2018-130092	2021-01-11	FUR-FU-10000010	Furniture	9.94
CA-2018-104472	2021-06-02	OFF-BI-10001658	Office Supplies	59.808
CA-2020-112942	2023-02-13	OFF-PA-10004092	Office Supplies	146.82
CA-2020-142335	2023-12-15	FUR-TA-10000198	Furniture	1652.94
CA-2020-142335	2023-12-15	OFF-ST-10000036	Office Supplies	296.37
CA-2018-117429	2021-10-07	FUR-FU-10000222	Furniture	129.92
CA-2020-114713	2023-07-07	OFF-SU-10004664	Office Supplies	45.584
US-2020-150861	2023-12-03	FUR-TA-10002228	Furniture	400.032
US-2020-150861	2023-12-03	OFF-ST-10004634	Office Supplies	33.63
US-2020-150861	2023-12-03	FUR-CH-10002965	Furniture	542.646
CA-2021-131954	2024-01-21	OFF-ST-10000736	Office Supplies	242.94
CA-2021-131954	2024-01-21	TEC-AC-10003610	Technology	179.97
CA-2021-131954	2024-01-21	OFF-BI-10003982	Office Supplies	99.696
CA-2021-131954	2024-01-21	OFF-BI-10003291	Office Supplies	27.936
CA-2021-131954	2024-01-21	FUR-BO-10001619	Furniture	84.98
CA-2021-131954	2024-01-21	OFF-BI-10000138	Office Supplies	18.72
CA-2018-132500	2021-09-08	TEC-AC-10001383	Technology	49.98
CA-2018-112326	2021-01-04	OFF-LA-10003223	Office Supplies	11.784
CA-2018-112326	2021-01-04	OFF-ST-10002743	Office Supplies	272.736
CA-2018-112326	2021-01-04	OFF-BI-10004094	Office Supplies	3.54
US-2020-146710	2023-08-27	OFF-SU-10004498	Office Supplies	51.52
US-2020-146710	2023-08-27	OFF-PA-10002615	Office Supplies	3.528
US-2020-146710	2023-08-27	OFF-PA-10004971	Office Supplies	4.624
US-2020-146710	2023-08-27	OFF-SU-10004261	Office Supplies	55.168
CA-2018-124429	2021-05-27	FUR-TA-10002607	Furniture	567.12
CA-2018-124429	2021-05-27	OFF-ST-10001809	Office Supplies	359.32
US-2018-148838	2021-03-17	OFF-PA-10000919	Office Supplies	155.04
CA-2019-112319	2022-08-31	OFF-PA-10003441	Office Supplies	58.32
CA-2020-150889	2023-03-20	TEC-PH-10000004	Technology	11.992
CA-2020-110499	2023-04-07	TEC-CO-10002095	Technology	1199.98
CA-2019-135272	2022-12-07	FUR-FU-10002759	Furniture	79.92
CA-2020-140928	2023-09-18	FUR-TA-10001095	Furniture	383.438
CA-2018-106803	2021-12-29	OFF-ST-10002444	Office Supplies	24.56
CA-2018-106803	2021-12-29	TEC-AC-10001267	Technology	119.8
CA-2019-114923	2022-02-08	TEC-PH-10003931	Technology	107.982
CA-2018-162775	2021-01-13	OFF-EN-10001990	Office Supplies	11.36
CA-2018-162775	2021-01-13	OFF-EN-10001532	Office Supplies	50.94
CA-2018-162775	2021-01-13	TEC-AC-10003174	Technology	646.74
CA-2018-162775	2021-01-13	OFF-BI-10004187	Office Supplies	5.64
CA-2018-162775	2021-01-13	OFF-ST-10000025	Office Supplies	572.58
CA-2018-106810	2021-05-14	FUR-FU-10004306	Furniture	310.88
CA-2020-157245	2023-05-19	FUR-CH-10003746	Furniture	641.96
CA-2021-104220	2024-01-30	OFF-BI-10001036	Office Supplies	18.28
CA-2021-104220	2024-01-30	OFF-BI-10000301	Office Supplies	32.35
CA-2021-104220	2024-01-30	OFF-BI-10003910	Office Supplies	7.71
CA-2021-104220	2024-01-30	OFF-AR-10004648	Office Supplies	40.3
CA-2021-104220	2024-01-30	FUR-FU-10002597	Furniture	34.58
CA-2018-165974	2021-06-29	OFF-AR-10003405	Office Supplies	32.76
CA-2019-144267	2022-08-21	FUR-CH-10002335	Furniture	544.008
CA-2019-144267	2022-08-21	OFF-PA-10000157	Office Supplies	59.94
CA-2019-144267	2022-08-21	OFF-PA-10001947	Office Supplies	23.92
CA-2019-144267	2022-08-21	OFF-PA-10003657	Office Supplies	4.28
US-2019-157014	2022-10-03	OFF-BI-10001098	Office Supplies	32.07
US-2019-157014	2022-10-03	TEC-AC-10002167	Technology	24
CA-2018-156433	2021-09-20	OFF-LA-10001569	Office Supplies	9.96
CA-2019-124653	2022-12-24	OFF-PA-10000176	Office Supplies	132.79
US-2019-157014	2022-10-03	FUR-BO-10004409	Furniture	35.49
US-2019-157014	2022-10-03	TEC-AC-10000057	Technology	47.984
CA-2019-154921	2022-05-23	OFF-EN-10000056	Office Supplies	186.69
CA-2019-154620	2022-12-12	FUR-CH-10004675	Furniture	348.928
CA-2019-115938	2022-06-26	OFF-BI-10001543	Office Supplies	143.96
CA-2019-115938	2022-06-26	OFF-ST-10001321	Office Supplies	15.42
CA-2019-115938	2022-06-26	OFF-BI-10001132	Office Supplies	43.04
CA-2019-115938	2022-06-26	FUR-CH-10003199	Furniture	332.94
CA-2020-105256	2023-05-20	TEC-PH-10001530	Technology	1363.96
CA-2018-156433	2021-09-20	OFF-PA-10003724	Office Supplies	21.72
CA-2019-124653	2022-12-24	OFF-LA-10002271	Office Supplies	21.56
CA-2019-101910	2022-11-27	FUR-CH-10002647	Furniture	283.92
CA-2021-105809	2024-02-20	FUR-FU-10004090	Furniture	22.23
CA-2021-105809	2024-02-20	TEC-PH-10001580	Technology	215.968
CA-2020-136133	2023-08-18	OFF-AP-10000576	Office Supplies	355.32
CA-2020-115504	2023-03-12	OFF-PA-10003953	Office Supplies	12.96
CA-2018-134313	2021-11-01	OFF-AR-10001897	Office Supplies	43.176
CA-2018-134313	2021-11-01	TEC-PH-10001795	Technology	1983.97
CA-2019-140921	2022-02-03	FUR-FU-10003347	Furniture	28.4
CA-2020-118052	2023-05-06	OFF-PA-10002581	Office Supplies	49.568
CA-2019-140921	2022-02-03	TEC-AC-10004901	Technology	149.97
CA-2018-151995	2021-10-13	OFF-AR-10003190	Office Supplies	11.52
CA-2018-151995	2021-10-13	FUR-TA-10002903	Furniture	1298.55
CA-2018-151995	2021-10-13	OFF-AP-10000240	Office Supplies	213.92
CA-2018-151995	2021-10-13	TEC-AC-10001101	Technology	25.78
CA-2019-106565	2022-03-20	OFF-PA-10000061	Office Supplies	51.84
CA-2020-149370	2023-09-15	OFF-PA-10003651	Office Supplies	5.344
CA-2018-140858	2021-06-28	OFF-PA-10000304	Office Supplies	41.472
CA-2018-140858	2021-06-28	OFF-PA-10003395	Office Supplies	335.52
CA-2018-140858	2021-06-28	OFF-BI-10003094	Office Supplies	3.168
CA-2018-140858	2021-06-28	FUR-CH-10001394	Furniture	1228.46
CA-2018-140858	2021-06-28	OFF-BI-10004230	Office Supplies	31.086
US-2018-102071	2021-05-09	TEC-AC-10003441	Technology	67.8
US-2018-102071	2021-05-09	TEC-AC-10000109	Technology	167.97
CA-2020-157280	2023-11-05	FUR-FU-10004665	Furniture	273.96
CA-2020-157280	2023-11-05	TEC-AC-10000057	Technology	89.97
CA-2020-157280	2023-11-05	FUR-FU-10003806	Furniture	756.8
CA-2020-134180	2023-11-03	TEC-AC-10000892	Technology	72
CA-2019-137071	2022-12-20	TEC-AC-10004353	Technology	100.8
CA-2020-134180	2023-11-03	FUR-CH-10004886	Furniture	470.155
CA-2018-166730	2021-12-30	OFF-ST-10002554	Office Supplies	39.128
US-2018-149034	2021-11-19	TEC-AC-10003023	Technology	47.496
CA-2018-119529	2021-11-03	OFF-BI-10000546	Office Supplies	5.76
CA-2019-150413	2022-10-19	OFF-BI-10000404	Office Supplies	1.72
CA-2018-108182	2021-02-06	OFF-BI-10001196	Office Supplies	8.952
CA-2020-110898	2023-03-06	OFF-AP-10001626	Office Supplies	2.334
CA-2020-110898	2023-03-06	OFF-BI-10004656	Office Supplies	1.728
CA-2019-123092	2022-12-03	OFF-AR-10004078	Office Supplies	9.344
CA-2018-109043	2021-08-15	OFF-PA-10000312	Office Supplies	91.36
CA-2019-102855	2022-04-05	OFF-AR-10002467	Office Supplies	23.84
CA-2020-110898	2023-03-06	FUR-FU-10003773	Furniture	159.04
CA-2020-110898	2023-03-06	FUR-TA-10000849	Furniture	145.98
CA-2019-123092	2022-12-03	FUR-FU-10000222	Furniture	77.952
CA-2019-123092	2022-12-03	OFF-BI-10001718	Office Supplies	95.97
CA-2019-123092	2022-12-03	TEC-PH-10001700	Technology	105.584
US-2019-128587	2022-12-24	FUR-FU-10003026	Furniture	9.68
US-2019-128587	2022-12-24	TEC-CO-10003763	Technology	4899.93
CA-2018-109043	2021-08-15	OFF-AP-10004708	Office Supplies	152.24
CA-2018-133389	2021-06-22	OFF-BI-10001553	Office Supplies	8.226
CA-2018-103807	2021-12-02	TEC-AC-10000199	Technology	5.95
CA-2018-103807	2021-12-02	OFF-PA-10002195	Office Supplies	15.24
CA-2019-102855	2022-04-05	TEC-AC-10001767	Technology	239.94
CA-2020-121447	2023-02-21	FUR-FU-10001861	Furniture	135.8
CA-2020-131639	2023-12-17	OFF-BI-10001636	Office Supplies	13.488
CA-2020-131639	2023-12-17	OFF-BI-10000948	Office Supplies	11.416
CA-2020-161361	2023-03-26	OFF-PA-10001838	Office Supplies	17.64
CA-2020-161361	2023-03-26	OFF-BI-10002215	Office Supplies	17.04
CA-2018-100706	2021-12-16	TEC-AC-10001314	Technology	99.98
CA-2018-100706	2021-12-16	FUR-FU-10002268	Furniture	29.46
CA-2019-129525	2022-11-15	OFF-BI-10002133	Office Supplies	166.92
US-2020-141880	2023-08-22	FUR-FU-10001979	Furniture	98.328
CA-2019-165799	2022-06-29	FUR-CH-10001482	Furniture	117.882
CA-2020-102127	2023-06-26	TEC-AC-10002018	Technology	20.97
CA-2020-102127	2023-06-26	TEC-AC-10000397	Technology	139.96
CA-2020-102127	2023-06-26	FUR-FU-10003976	Furniture	37.74
US-2020-152415	2023-09-17	FUR-FU-10002597	Furniture	14.82
US-2020-152415	2023-09-17	FUR-FU-10004864	Furniture	191.82
CA-2018-138198	2021-07-18	OFF-BI-10002103	Office Supplies	13.904
CA-2018-152268	2021-09-02	OFF-BI-10001359	Office Supplies	1793.98
CA-2019-166492	2022-04-07	OFF-PA-10002262	Office Supplies	25.92
CA-2018-141838	2021-03-26	OFF-AR-10004272	Office Supplies	3.36
